,index,utcdate,utctime,alt,speed_mph,n_sats,duration,trip_id
0,7866,2021-11-16,22:27:39.800000,207,100.04073100000001,12,7866,15
1,8135,2021-11-16,22:27:40.100000,207,66.486697,12,8135,15
2,8410,2021-11-16,22:27:40.400000,207,133.594765,12,8410,15
3,8673,2021-11-16,22:27:40.600000,207,100.04073100000001,12,8673,15
4,8942,2021-11-16,22:27:40.900000,207,0.0,12,8942,15
5,9211,2021-11-16,22:27:41.200000,207,66.486697,12,9211,15
6,9475,2021-11-16,22:27:41.400000,207,0.0,12,9475,15
7,9743,2021-11-16,22:27:41.700000,207,133.594765,12,9743,15
8,10012,2021-11-16,22:27:42,207,133.594765,12,10012,15
9,10291,2021-11-16,22:27:42.300000,207,133.594765,12,10291,15
10,10572,2021-11-16,22:27:42.500000,207,66.486697,12,10572,15
11,10840,2021-11-16,22:27:42.800000,207,200.702833,12,10840,15
12,11113,2021-11-16,22:27:43.100000,207,100.04073100000001,12,11113,15
13,11390,2021-11-16,22:27:43.400000,207,32.932663,12,11390,15
14,11663,2021-11-16,22:27:43.600000,207,100.04073100000001,12,11663,15
15,11939,2021-11-16,22:27:43.900000,207,167.148799,12,11939,15
16,12209,2021-11-16,22:27:44.200000,207,267.810901,12,12209,15
17,12482,2021-11-16,22:27:44.400000,207,636.905275,12,12482,15
18,12752,2021-11-16,22:27:44.700000,207,267.810901,12,12752,15
19,13021,2021-11-16,22:27:45,207,200.702833,12,13021,15
20,13296,2021-11-16,22:27:45.300000,207,66.486697,12,13296,15
21,13566,2021-11-16,22:27:45.500000,207,100.04073100000001,12,13566,15
22,13847,2021-11-16,22:27:45.800000,207,0.0,12,13847,15
23,14116,2021-11-16,22:27:46.100000,207,167.148799,12,14116,15
24,14385,2021-11-16,22:27:46.300000,206,133.594765,12,14385,15
25,14654,2021-11-16,22:27:46.600000,206,133.594765,12,14654,15
26,14923,2021-11-16,22:27:46.900000,206,66.486697,12,14923,15
27,15198,2021-11-16,22:27:47.200000,206,66.486697,12,15198,15
28,15461,2021-11-16,22:27:47.400000,206,100.04073100000001,12,15461,15
29,15724,2021-11-16,22:27:47.700000,206,167.148799,12,15724,15
30,15993,2021-11-16,22:27:48,206,234.256867,12,15993,15
31,16254,2021-11-16,22:27:48.200000,206,66.486697,12,16254,15
32,16524,2021-11-16,22:27:48.500000,206,0.0,12,16524,15
33,16787,2021-11-16,22:27:48.700000,206,66.486697,12,16787,15
34,17055,2021-11-16,22:27:49,206,32.932663,12,17055,15
35,17318,2021-11-16,22:27:49.300000,206,167.148799,12,17318,15
36,17582,2021-11-16,22:27:49.500000,206,0.0,12,17582,15
37,17851,2021-11-16,22:27:49.800000,206,100.04073100000001,12,17851,15
38,18114,2021-11-16,22:27:50.100000,206,66.486697,12,18114,15
39,18388,2021-11-16,22:27:50.400000,206,234.256867,12,18388,15
40,18652,2021-11-16,22:27:50.600000,206,100.04073100000001,12,18652,15
41,18921,2021-11-16,22:27:50.900000,206,66.486697,12,18921,15
42,19190,2021-11-16,22:27:51.200000,206,32.932663,12,19190,15
43,19459,2021-11-16,22:27:51.400000,206,133.594765,12,19459,15
44,19728,2021-11-16,22:27:51.700000,206,32.932663,12,19728,15
45,19990,2021-11-16,22:27:52,206,100.04073100000001,12,19990,15
46,20253,2021-11-16,22:27:52.200000,206,66.486697,12,20253,15
47,20521,2021-11-16,22:27:52.500000,206,32.932663,12,20521,15
48,20785,2021-11-16,22:27:52.700000,206,133.594765,12,20785,15
49,21054,2021-11-16,22:27:53,206,133.594765,12,21054,15
50,21317,2021-11-16,22:27:53.300000,206,32.932663,12,21317,15
51,21584,2021-11-16,22:27:53.500000,206,200.702833,12,21584,15
52,21849,2021-11-16,22:27:53.800000,206,66.486697,12,21849,15
53,22112,2021-11-16,22:27:54.100000,206,66.486697,12,22112,15
54,22380,2021-11-16,22:27:54.300000,206,133.594765,12,22380,15
55,22643,2021-11-16,22:27:54.600000,206,32.932663,12,22643,15
56,22905,2021-11-16,22:27:54.900000,206,0.0,12,22905,15
57,23169,2021-11-16,22:27:55.100000,206,66.486697,12,23169,15
58,23431,2021-11-16,22:27:55.400000,206,66.486697,12,23431,15
59,23700,2021-11-16,22:27:55.700000,206,32.932663,12,23700,15
60,23963,2021-11-16,22:27:55.900000,206,32.932663,12,23963,15
61,24371,2021-11-16,22:27:56.300000,206,100.04073100000001,12,24371,15
